End Time,Duration,Pitch,"[Instrument(program=41, is_drum=False, name=""Viola solo"")]"
70.54736683593751,0.9168178359374934,57,69.63054900000002
71.36423084765627,0.8513308476562571,59,70.51290000000002
73.16786310937502,1.7726121093750038,60,71.39525100000002
73.56964842187502,0.4352674218749968,62,73.13438100000002
73.96808552343752,0.40513352343749887,64,73.56295200000002
76.63874607421877,2.6472230742187577,66,73.99152300000002
78.24690072656253,1.659105726562501,64,76.58779500000003
80.11844991796877,0.8995844179687396,64,79.21886550000004
81.00080091796877,0.8995844179687396,57,80.10121650000004
81.82111161328127,0.8375441132812398,59,80.98356750000004
83.60504850000004,1.739130000000003,61,81.86591850000003
84.03983100000004,0.4347824999999972,62,83.60504850000004
84.47461350000003,0.4347824999999972,64,84.03983100000004
87.23368539062503,2.7590718906249947,65,84.47461350000003
89.93165000000003,2.7528962500000063,66,87.17875375000003
91.00682627343753,0.9231876445312395,67,90.08363862890629
91.89879754687503,0.9094619179687555,66,90.98933562890628
92.71910824218753,0.8375441132812398,59,91.88156412890629
93.66349954687503,0.8995844179687396,64,92.76391512890629
94.54585054687503,0.8995844179687396,62,93.64626612890629
95.36616124218753,0.8375441132812398,55,94.52861712890629
97.61684562890629,2.2058774999999997,57,95.41096812890629
98.05802112890629,0.44117549999999994,59,97.61684562890629
99.82272312890629,1.7647019999999998,60,98.05802112890629
102.46977612890629,1.7647019999999998,52,100.70507412890629
102.9177451054688,0.4479689765625068,54,102.46977612890629
103.32195696093754,0.41100533203125167,55,102.91095162890629
103.78731010546879,0.441575976562504,57,103.34573412890629
104.22209260546879,0.441575976562504,59,103.78051662890628
104.65687510546879,0.4415759765624898,60,104.2152991289063
105.06108696093754,0.41100533203125167,62,104.65008162890629
105.5264401054688,0.441575976562504,64,105.08486412890629
105.93065196093754,0.41100533203125167,66,105.51964662890629
111.2989036289063,5.344474500000018,71,105.95442912890628
112.22548327343755,0.9265796445312446,71,111.2989036289063
113.12100427343755,0.9130116445312524,69,112.2079926289063
113.95093524218754,0.8474216132812415,64,113.1035136289063
114.89532654687504,0.8995844179687396,67,113.9957421289063
115.77767754687504,0.8995844179687396,66,114.8780931289063
116.59798824218754,0.8375441132812398,60,115.7604441289063
117.54237954687504,0.8995844179687396,64,116.6427951289063
118.42473054687504,0.8995844179687396,62,117.5251461289063
119.24504124218754,0.8375441132812398,55,118.4074971289063
120.18968977343755,0.89984164453125,57,119.2898481289063
121.08521077343755,0.9130116445312524,59,120.1721991289063
121.91776545312506,0.8500453242187547,55,121.0677201289063
124.6498041289063,2.6865629999999925,59,121.9632411289063
125.57664877343754,0.9268446445312435,60,124.6498041289063
126.48573777343755,0.9268446445312577,62,125.55889312890629
127.33090645312505,0.8629243242187528,59,126.4679821289063
130.2644303789063,2.887359250000003,64,127.3770711289063
131.37664619531256,1.1122158164062625,64,130.2644303789063
132.46755519531254,1.1122158164062341,66,131.3553393789063
133.48175965625003,1.035511277343744,62,132.4462483789063
142.22606737890632,8.688910000000021,67,133.5371573789063
