Relative Time,Note,Duration,Start Time,End Time
0.375,70,1.5,189.75,191.25
0.375,57,0.375,190.125,190.5
0.375,58,0.375,190.5,190.875
0.375,60,0.375,190.875,191.25
0.375,69,0.75,191.25,192.0
0.375,57,0.375,191.625,192.0
0.375,69,1.5,192.0,193.5
0.375,57,0.375,192.375,192.75
0.375,50,0.375,192.75,193.125
0.375,53,0.375,193.125,193.5
0.375,74,0.75,193.5,194.25
0.375,53,0.375,193.875,194.25
0.375,76,1.125,194.25,195.375
0.375,57,0.375,194.625,195.0
0.375,55,0.375,195.0,195.375
0.375,74,0.375,195.375,195.75
0.375,73,2.25,195.75,198.0
0.375,58,0.375,196.125,196.5
0.375,57,0.375,196.5,196.875
0.375,55,0.375,196.875,197.25
0.375,53,0.375,197.25,197.625
0.375,52,0.375,197.625,198.0
0.375,65,0.75,198.0,198.75
0.375,45,0.375,198.375,198.75
0.375,65,1.5,198.75,200.25
0.375,45,0.375,199.125,199.5
0.375,38,0.375,199.5,199.875
0.375,41,0.375,199.875,200.25
0.375,64,0.75,200.25,201.0
0.375,52,0.375,200.625,201.0
0.375,64,1.5,201.0,202.5
0.375,55,0.375,201.375,201.75
0.375,53,0.375,201.75,202.125
0.375,52,0.375,202.125,202.5
0.375,69,0.75,202.5,203.25
0.375,48,0.375,202.875,203.25
0.375,69,1.5,203.25,204.75
0.375,48,0.375,203.625,204.0
0.375,41,0.375,204.0,204.375
0.375,45,0.375,204.375,204.75
0.375,67,0.75,204.75,205.5
0.375,46,0.375,205.125,205.5
0.375,67,1.5,205.5,207.0
0.375,50,0.375,205.875,206.25
0.375,52,0.375,206.25,206.625
0.375,53,0.375,206.625,207.0
0.375,70,0.75,207.0,207.75
0.375,50,0.375,207.375,207.75
0.375,70,1.5,207.75,209.25
0.375,50,0.375,208.125,208.5
0.375,43,0.375,208.5,208.875
0.375,46,0.375,208.875,209.25
0.375,69,1.125,209.25,210.375
0.375,52,0.375,209.625,210.0
0.375,50,0.375,210.0,210.375
0.375,69,0.375,210.375,210.75
0.375,74,0.375,210.75,211.125
0.375,73,0.375,211.125,211.5
0.375,74,0.375,211.5,211.875
0.375,76,0.375,211.875,212.25
0.375,77,0.75,212.25,213.0
0.375,74,0.375,212.625,213.0
0.375,76,0.75,213.0,213.75
0.375,69,0.375,213.375,213.75
0.375,74,1.5,213.75,215.25
0.375,57,0.375,214.125,214.5
0.375,53,0.375,214.5,214.875
0.375,57,0.375,214.875,215.25
0.375,50,0.75,215.25,216.0
